'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
1032,0,77,0,1,1,0.930568,1,0.069432,0.964035,1,1,0
1032,0,75,2,0.974026,1,0.932249,1,0.067751,0.964937,0.998197,1.001807,0.01
1032,0,72,5,0.935065,1,0.934783,1,0.065217,0.966292,0.995491,1.004529,0.02
1032,0,71,6,0.922078,1,0.93563,1,0.06437,0.966745,0.99459,1.00544,0.06
1032,0,69,8,0.896104,1,0.93733,1,0.06267,0.967651,0.992786,1.007266,0.14
1031,1,69,8,0.896104,0.999031,0.937273,0.999031,0.062727,0.967167,0.991885,1.007205,0.189333
1030,2,69,8,0.896104,0.998062,0.937216,0.998062,0.062784,0.966682,0.990983,1.007144,0.222333
1029,3,69,8,0.896104,0.997093,0.937158,0.997093,0.062842,0.966197,0.990081,1.007082,0.2375
1028,4,69,8,0.896104,0.996124,0.937101,0.996124,0.062899,0.965712,0.989179,1.007021,0.25
1028,4,68,9,0.883117,0.996124,0.937956,0.996124,0.062044,0.966165,0.988278,1.007939,0.26
1028,4,67,10,0.87013,0.996124,0.938813,0.996124,0.061187,0.96662,0.987376,1.00886,0.29
1027,5,67,10,0.87013,0.995155,0.938757,0.995155,0.061243,0.966134,0.986474,1.0088,0.31
1026,6,65,12,0.844156,0.994186,0.940422,0.994186,0.059578,0.966557,0.983769,1.010589,0.33
1025,7,65,12,0.844156,0.993217,0.940367,0.993217,0.059633,0.96607,0.982867,1.01053,0.38
1024,8,62,15,0.805195,0.992248,0.94291,0.992248,0.05709,0.96695,0.979261,1.013263,0.385833
1024,8,61,16,0.792208,0.992248,0.943779,0.992248,0.056221,0.967407,0.978359,1.014196,0.39
1021,11,61,16,0.792208,0.989341,0.943623,0.989341,0.056377,0.965941,0.975654,1.014029,0.4
1019,13,61,16,0.792208,0.987403,0.943519,0.987403,0.056481,0.964962,0.97385,1.013917,0.41
1019,13,59,18,0.766234,0.987403,0.945269,0.987403,0.054731,0.965877,0.972047,1.015798,0.44
1017,15,59,18,0.766234,0.985465,0.945167,0.985465,0.054833,0.964896,0.970243,1.015688,0.45
1017,15,58,19,0.753247,0.985465,0.946047,0.985465,0.053953,0.965354,0.969342,1.016633,0.46
1017,15,56,21,0.727273,0.985465,0.94781,0.985465,0.05219,0.966271,0.967538,1.018528,0.48
1016,16,55,22,0.714286,0.984496,0.948646,0.984496,0.051354,0.966239,0.965735,1.019427,0.49
