0,23.0
1,22.0
2,24.0
3,29.0
4,22.0
5,20.0
6,18.0
7,22.0
8,41.0
9,36.0
10,48.0
11,65.0
12,53.0
13,28.0
14,30.0
15,33.0
16,32.0
17,28.0
18,36.0
19,45.0
20,49.0
21,56.0
22,63.0
23,49.0
24,39.0
25,38.0
26,47.0
27,57.0
28,44.0
29,37.0
30,31.0
31,45.0
32,45.0
33,29.0
34,41.0
35,42.0
36,40.0
37,51.0
38,42.0
39,38.0
40,53.0
41,69.0
42,59.0
43,41.0
44,44.0
45,60.0
46,67.0
47,45.0
48,44.0
49,48.0
50,61.0
51,69.0
52,68.0
53,47.0
54,62.0
55,64.0
56,57.0
57,49.0
58,48.0
59,56.0
60,53.0
61,45.0
62,44.0
63,42.0
64,42.0
65,46.0
66,44.0
67,41.0
68,42.0
69,43.0
70,42.0
71,41.0
72,40.0
73,43.0
74,45.0
75,43.0
76,44.0
77,46.0
78,47.0
79,39.0
80,41.0
81,45.0
82,43.0
83,45.0
84,43.0
85,42.0
86,54.0
87,70.0
88,69.0
89,51.0
90,55.0
91,56.0
92,50.0
93,70.0
94,50.0
95,56.0
96,55.0
97,42.0
98,45.0
99,49.0
100,49.0
101,57.0
102,68.0
103,72.0
104,70.0
105,66.0
106,50.0
107,53.0
108,60.0
109,51.0
110,49.0
111,54.0
112,58.0
113,59.0
114,63.0
115,62.0
116,65.0
117,66.0
118,61.0
119,58.0
120,63.0
121,71.0
122,75.0
123,76.0
124,71.0
125,67.0
126,62.0
127,58.0
128,60.0
129,66.0
130,72.0
131,79.0
132,73.0
133,72.0
134,76.0
135,78.0
136,75.0
137,76.0
138,74.0
139,77.0
140,74.0
141,72.0
142,78.0
143,75.0
144,74.0
145,80.0
146,82.0
147,77.0
148,73.0
149,76.0
150,78.0
151,81.0
152,81.0
153,75.0
154,69.0
155,76.0
156,74.0
157,70.0
158,74.0
159,80.0
160,79.0
161,72.0
162,69.0
163,75.0
164,80.0
165,77.0
166,77.0
167,80.0
168,81.0
169,87.0
170,82.0
171,81.0
172,80.0
173,81.0
174,83.0
175,78.0
176,76.0
177,78.0
178,83.0
179,83.0
180,83.0
181,84.0
182,85.0
183,85.0
184,83.0
185,83.0
186,82.0
187,76.0
188,73.0
189,72.0
190,75.0
191,81.0
192,77.0
193,77.0
194,76.0
195,78.0
196,82.0
197,84.0
198,80.0
199,79.0
200,79.0
201,77.0
202,78.0
203,79.0
204,77.0
205,77.0
206,79.0
207,83.0
208,79.0
209,80.0
210,77.0
211,80.0
212,82.0
213,80.0
214,80.0
215,80.0
216,83.0
217,82.0
218,83.0
219,85.0
220,84.0
221,83.0
222,80.0
223,78.0
224,78.0
225,79.0
226,81.0
227,83.0
228,85.0
229,84.0
230,79.0
231,79.0
232,80.0
233,81.0
234,76.0
235,76.0
236,76.0
237,78.0
238,82.0
239,84.0
240,85.0
241,84.0
242,79.0
243,78.0
244,80.0
245,82.0
246,82.0
247,82.0
248,82.0
249,83.0
250,80.0
251,78.0
252,78.0
253,81.0
254,81.0
255,80.0
256,80.0
257,78.0
258,79.0
259,80.0
260,82.0
261,78.0
262,76.0
263,74.0
264,76.0
265,77.0
266,75.0
267,77.0
268,79.0
269,76.0
270,75.0
271,71.0
272,71.0
273,71.0
274,74.0
275,76.0
276,79.0
277,78.0
278,76.0
279,76.0
280,77.0
281,77.0
282,78.0
283,80.0
284,69.0
285,64.0
286,63.0
287,72.0
288,69.0
289,65.0
290,60.0
291,55.0
292,63.0
293,56.0
294,53.0
295,55.0
296,57.0
297,52.0
298,50.0
299,60.0
300,56.0
301,58.0
302,56.0
303,56.0
304,66.0
305,72.0
306,64.0
307,56.0
308,65.0
309,69.0
310,65.0
311,61.0
312,60.0
313,54.0
314,44.0
315,47.0
316,59.0
317,48.0
318,51.0
319,49.0
320,47.0
321,46.0
322,48.0
323,54.0
324,47.0
325,42.0
326,37.0
327,53.0
328,50.0
329,54.0
330,46.0
331,39.0
332,38.0
333,45.0
334,51.0
335,63.0
336,65.0
337,49.0
338,41.0
339,37.0
340,41.0
341,40.0
342,40.0
343,40.0
344,41.0
345,38.0
346,43.0
347,44.0
348,60.0
349,53.0
350,49.0
351,45.0
352,38.0
353,51.0
354,65.0
355,54.0
356,44.0
357,47.0
358,41.0
359,39.0
360,41.0
361,62.0
362,60.0
363,48.0
364,51.0
