0,32.0
1,43.0
2,55.0
3,38.0
4,26.0
5,28.0
6,43.0
7,45.0
8,51.0
9,30.0
10,36.0
11,50.0
12,53.0
13,47.0
14,48.0
15,43.0
16,47.0
17,57.0
18,48.0
19,48.0
20,55.0
21,57.0
22,69.0
23,57.0
24,48.0
25,41.0
26,50.0
27,63.0
28,51.0
29,41.0
30,36.0
31,44.0
32,59.0
33,49.0
34,51.0
35,42.0
36,48.0
37,48.0
38,44.0
39,46.0
40,47.0
41,48.0
42,57.0
43,40.0
44,36.0
45,40.0
46,50.0
47,57.0
48,53.0
49,43.0
50,41.0
51,35.0
52,31.0
53,31.0
54,36.0
55,39.0
56,41.0
57,41.0
58,56.0
59,47.0
60,47.0
61,59.0
62,45.0
63,41.0
64,53.0
65,46.0
66,33.0
67,34.0
68,37.0
69,40.0
70,43.0
71,39.0
72,50.0
73,39.0
74,47.0
75,61.0
76,64.0
77,49.0
78,45.0
79,51.0
80,50.0
81,49.0
82,64.0
83,52.0
84,45.0
85,41.0
86,47.0
87,56.0
88,54.0
89,56.0
90,65.0
91,55.0
92,55.0
93,69.0
94,47.0
95,55.0
96,65.0
97,69.0
98,70.0
99,52.0
100,54.0
101,56.0
102,55.0
103,59.0
104,57.0
105,62.0
106,59.0
107,53.0
108,56.0
109,60.0
110,55.0
111,71.0
112,71.0
113,50.0
114,50.0
115,63.0
116,58.0
117,54.0
118,51.0
119,53.0
120,53.0
121,52.0
122,54.0
123,61.0
124,64.0
125,71.0
126,75.0
127,75.0
128,70.0
129,67.0
130,65.0
131,68.0
132,66.0
133,57.0
134,58.0
135,64.0
136,64.0
137,64.0
138,68.0
139,64.0
140,65.0
141,74.0
142,75.0
143,72.0
144,68.0
145,69.0
146,66.0
147,69.0
148,75.0
149,78.0
150,76.0
151,78.0
152,78.0
153,79.0
154,69.0
155,66.0
156,72.0
157,81.0
158,84.0
159,85.0
160,73.0
161,69.0
162,68.0
163,74.0
164,81.0
165,72.0
166,67.0
167,65.0
168,67.0
169,68.0
170,67.0
171,69.0
172,68.0
173,68.0
174,71.0
175,75.0
176,80.0
177,83.0
178,82.0
179,85.0
180,81.0
181,83.0
182,83.0
183,83.0
184,86.0
185,88.0
186,90.0
187,81.0
188,80.0
189,85.0
190,85.0
191,73.0
192,71.0
193,70.0
194,70.0
195,74.0
196,75.0
197,79.0
198,82.0
199,84.0
200,84.0
201,80.0
202,82.0
203,83.0
204,84.0
205,83.0
206,83.0
207,83.0
208,84.0
209,81.0
210,87.0
211,88.0
212,88.0
213,82.0
214,80.0
215,78.0
216,81.0
217,80.0
218,82.0
219,88.0
220,75.0
221,76.0
222,83.0
223,83.0
224,88.0
225,82.0
226,78.0
227,80.0
228,83.0
229,85.0
230,81.0
231,77.0
232,77.0
233,75.0
234,76.0
235,76.0
236,76.0
237,81.0
238,78.0
239,80.0
240,80.0
241,74.0
242,70.0
243,71.0
244,73.0
245,74.0
246,75.0
247,80.0
248,79.0
249,78.0
250,80.0
251,79.0
252,74.0
253,71.0
254,70.0
255,75.0
256,75.0
257,74.0
258,72.0
259,66.0
260,65.0
261,67.0
262,71.0
263,70.0
264,61.0
265,65.0
266,66.0
267,72.0
268,73.0
269,76.0
270,74.0
271,75.0
272,68.0
273,64.0
274,66.0
275,73.0
276,76.0
277,63.0
278,60.0
279,56.0
280,58.0
281,67.0
282,71.0
283,70.0
284,64.0
285,66.0
286,62.0
287,62.0
288,68.0
289,70.0
290,63.0
291,61.0
292,60.0
293,55.0
294,56.0
295,54.0
296,50.0
297,52.0
298,55.0
299,55.0
300,55.0
301,54.0
302,61.0
303,64.0
304,66.0
305,65.0
306,51.0
307,46.0
308,53.0
309,60.0
310,57.0
311,49.0
312,57.0
313,67.0
314,59.0
315,53.0
316,53.0
317,63.0
318,52.0
319,47.0
320,42.0
321,45.0
322,52.0
323,62.0
324,60.0
325,64.0
326,58.0
327,61.0
328,66.0
329,65.0
330,56.0
331,53.0
332,49.0
333,41.0
334,34.0
335,41.0
336,46.0
337,58.0
338,59.0
339,60.0
340,45.0
341,44.0
342,47.0
343,57.0
344,46.0
345,41.0
346,60.0
347,61.0
348,51.0
349,44.0
350,43.0
351,43.0
352,51.0
353,61.0
354,48.0
355,41.0
356,39.0
357,35.0
358,27.0
359,36.0
360,36.0
361,36.0
362,38.0
363,49.0
364,50.0
